2016-10-28,29.94923783
2016-10-29,50.72984565000013
2016-10-30,76.2939611099996
2016-10-31,136.21234984999955
2016-11-01,166.75169113999982
2016-11-02,152.30208740000035
2016-11-03,196.6649844500016
2016-11-04,228.53026022000267
2016-11-05,268.81810735000454
2016-11-06,257.49553141000615
2016-11-07,181.62573810000686
2016-11-08,194.8048397100065
2016-11-09,219.7309689000067
2016-11-10,406.68841278000764
2016-11-11,296.1192252600049
2016-11-12,236.95263863000946
2016-11-13,253.71697915000914
2016-11-14,295.056127270007
2016-11-15,294.5211456500074
2016-11-16,355.7953669800045
2016-11-17,298.84047229000134
2016-11-18,390.4642235499996
2016-11-19,367.6796644999922
2016-11-20,383.9091795899876
2016-11-21,498.9502408299886
2016-11-22,390.2762206899861
2016-11-23,434.55546186998254
2016-11-24,482.1218237999856
2016-11-25,593.5631505899946
2016-11-26,807.1503931499901
2016-11-27,728.3047790099808
2016-11-28,639.9635658299812
2016-11-29,619.654168759982
2016-11-30,578.9387488999782
2016-12-01,716.6064297799603
2016-12-02,747.6185666599486
2016-12-03,656.7224703899265
2016-12-04,702.392930109927
2016-12-05,712.2051586899179
2016-12-06,878.3660086598829
2016-12-07,912.6655947998806
2016-12-08,927.3636571698589
2016-12-09,1031.8747794398514
2016-12-10,1184.9815599798458
2016-12-11,1038.671347159834
2016-12-12,955.411264499824
2016-12-13,1111.670090059808
2016-12-14,1201.785145609785
2016-12-15,1228.8514037197747
2016-12-16,1263.6902264797827
2016-12-17,1220.4767630597635
2016-12-18,1241.833523819747
2016-12-19,7090.421309279773
2016-12-20,6217.965740749787
2016-12-21,14240.384057549847
2016-12-22,14383.998245459836
2016-12-23,10891.364286169788
2016-12-24,10631.27263794979
2016-12-25,10773.657976209797
2016-12-26,10758.501146719791
2016-12-27,6759.177116169827
2016-12-28,3397.9521131397923
2016-12-29,2211.8759732897743
2016-12-30,3175.742766099749
2016-12-31,2757.784102619684
2017-01-01,2535.084692829696
2017-01-02,2598.0492541996646
2017-01-03,2681.2239338196814
2017-01-04,2847.401276509685
2017-01-05,3779.8514767796732
2017-01-06,2899.9238566096756
2017-01-07,2785.9226303396863
2017-01-08,3085.729777129658
2017-01-09,3072.937607419619
2017-01-10,3258.056776679645
2017-01-11,3327.0102085696417
2017-01-12,3337.857640289585
2017-01-13,3811.281164619548
2017-01-14,3647.1247302295524
2017-01-15,4752.8841497495305
2017-01-16,4523.201054559555
2017-01-17,4425.095412379596
2017-01-18,20061.639549839543
2017-01-19,39263.70959611953
2017-01-20,41561.09455829952
2017-01-21,40592.95385103952
2017-01-22,40595.44596366951
2017-01-23,40861.0519812695
2017-01-24,41503.90978721954
2017-01-25,28789.713484879525
2017-01-26,27708.707526819548
2017-01-27,27817.80454054952
2017-01-28,28340.466081839462
2017-01-29,28379.710394399415
2017-01-30,23266.655162799405
2017-01-31,23298.165676549368
2017-02-01,23058.972656919388
2017-02-02,24091.977026309352
2017-02-03,23775.422925539315
2017-02-04,22795.420011549373
2017-02-05,23210.564561279374
2017-02-06,23453.149190249387
2017-02-07,23019.83190039941
2017-02-08,23576.526694809436
2017-02-09,23562.90015654941
2017-02-10,22918.62580833945
2017-02-11,23136.98939485941
2017-02-12,23412.499896649504
2017-02-13,22893.472782559576
2017-02-14,23179.166530409595
2017-02-15,8446.4125162696
2017-02-16,7609.1845870595425
2017-02-17,7919.2060827794485
2017-02-18,8012.57469862944
2017-02-19,9064.595493189525
