blockDate,transparentPercentage,shieldedPercentage
2016-10-28,0.7565570725716753,0.2434429274283247
2016-10-29,0.8926933468798877,0.10730665312011235
2016-10-30,0.9257601613347486,0.07423983866525627
2016-10-31,0.9241406747229857,0.07585932527702695
2016-11-01,0.939753681256441,0.060246318743567256
2016-11-02,0.9612834359591055,0.03871656404090225
2016-11-03,0.9629156383426604,0.03708436165734688
2016-11-04,0.9669582714449496,0.03304172855505586
2016-11-05,0.9691580758863252,0.03084192411368058
2016-11-06,0.9759430030194264,0.024056996980577037
2016-11-07,0.9859423734861928,0.014057626513809712
2016-11-08,0.9872848936043274,0.01271510639567406
2016-11-09,0.9877208526145906,0.01227914738541037
2016-11-10,0.9803700218660192,0.01962997813398201
2016-11-11,0.9875588763840997,0.01244112361590234
2016-11-12,0.991220886805975,0.008779113194027223
2016-11-13,0.9916731622970357,0.008326837702966754
2016-11-14,0.991357576463269,0.008642423536733087
2016-11-15,0.992267141858304,0.007732858141697475
2016-11-16,0.9915395159076059,0.00846048409239493
2016-11-17,0.9935654101538208,0.006434589846180401
2016-11-18,0.9923165685275165,0.007683431472484977
2016-11-19,0.9933770655340187,0.006622934465982456
2016-11-20,0.9936411009797326,0.006358899020268432
2016-11-21,0.9923862070925346,0.007613792907465923
2016-11-22,0.9944835613505851,0.005516438649415561
2016-11-23,0.9943076676991375,0.005692332300863506
2016-11-24,0.9941345025311228,0.005865497468877426
2016-11-25,0.9932571426630048,0.006742857336995681
2016-11-26,0.9914227433242625,0.008577256675738153
2016-11-27,0.992747831004345,0.007252168995655654
2016-11-28,0.9940222418129332,0.005977758187067301
2016-11-29,0.994556277165566,0.005443722834434372
2016-11-30,0.9952019274930021,0.004798072506998202
2016-12-01,0.9943971373100966,0.005602862689903205
2016-12-02,0.994461570895128,0.0055384291048719845
2016-12-03,0.9953800609283804,0.004619939071619282
2016-12-04,0.9952965936107413,0.004703406389258314
2016-12-05,0.9954469640663444,0.004553035933655493
2016-12-06,0.994634266434416,0.005365733565584224
2016-12-07,0.9946568879022406,0.005343112097759947
2016-12-08,0.9947907970828439,0.005209202917156447
2016-12-09,0.9944260372947352,0.005573962705265127
2016-12-10,0.9938386208351532,0.006161379164846695
2016-12-11,0.9947922970814752,0.00520770291852431
2016-12-12,0.9953755285341978,0.00462447146580123
2016-12-13,0.9948003963637546,0.005199603636244008
2016-12-14,0.9945611099211743,0.005438890078823603
2016-12-15,0.9946117529805734,0.0053882470194244435
2016-12-16,0.9946265712500073,0.005373428749990504
2016-12-17,0.9949639678284579,0.00503603217153998
2016-12-18,0.9950234366092308,0.004976563390766534
2016-12-19,0.9723622939235399,0.027637706076457862
2016-12-20,0.9764302536302877,0.023569746369710078
2016-12-21,0.9474497931894794,0.052550206810518335
2016-12-22,0.9483191831361077,0.05168081686389051
2016-12-23,0.9618547833062678,0.03814521669373062
2016-12-24,0.9636489442742108,0.036351055725787985
2016-12-25,0.964038197271644,0.03596180272835491
2016-12-26,0.9649344490381729,0.03506555096182607
2016-12-27,0.9784678620386484,0.021532137961350818
2016-12-28,0.9894206109737217,0.0105793890262772
2016-12-29,0.9932641462255218,0.006735853774477098
2016-12-30,0.9905331979716587,0.009466802028340009
2016-12-31,0.9919509772491238,0.008049022750874657
2017-01-01,0.9927524685168936,0.007247531483105405
2017-01-02,0.9927204802518771,0.007279519748121982
2017-01-03,0.9926354860669523,0.007364513933046403
2017-01-04,0.9923309747099107,0.007669025290087917
2017-01-05,0.9900112521585293,0.009988747841470021
2017-01-06,0.9924764934992161,0.007523506500783479
2017-01-07,0.9929061463239784,0.007093853676021295
2017-01-08,0.9922839576125227,0.007716042387476546
2017-01-09,0.9924504514396842,0.007549548560314707
2017-01-10,0.9921324059597337,0.007867594040265432
2017-01-11,0.9921027267242923,0.007897273275707217
2017-01-12,0.9922098844042884,0.00779011559571097
2017-01-13,0.9912542356230497,0.008745764376949404
2017-01-14,0.9917641627811677,0.008235837218831464
2017-01-15,0.9894318338620728,0.01056816613792696
2017-01-16,0.9901039950209128,0.009896004979086648
2017-01-17,0.9904677467461022,0.009532253253896904
2017-01-18,0.9574355150280204,0.04256448497197914
2017-01-19,0.9179439133402173,0.08205608665978205
2017-01-20,0.9144390573533432,0.0855609426466562
2017-01-21,0.9176422972957443,0.08235770270425498
2017-01-22,0.9188169733551863,0.08118302664481301
2017-01-23,0.919413908764193,0.08058609123580603
2017-01-24,0.9193136778726955,0.08068632212730371
2017-01-25,0.9447929250158343,0.05520707498416457
2017-01-26,0.9475795602142623,0.05242043978573667
2017-01-27,0.9480731073852794,0.051926892614719555
2017-01-28,0.9477930414707767,0.05220695852922253
2017-01-29,0.9484027256941796,0.05159727430581928
2017-01-30,0.9582425660397523,0.04175743396024657
2017-01-31,0.958715786189928,0.04128421381007108
2017-02-01,0.9596482010002617,0.04035179899973682
2017-02-02,0.9583578914207581,0.041642108579240625
2017-02-03,0.9594171098964975,0.04058289010350106
2017-02-04,0.9615533827940453,0.038446617205953285
2017-02-05,0.9613269049414201,0.03867309505857851
2017-02-06,0.9613843593212812,0.03861564067871803
2017-02-07,0.9625350173398218,0.037464982660177434
2017-02-08,0.9620718923776861,0.037928107622312975
2017-02-09,0.9625248666146098,0.0374751333853895
2017-02-10,0.9639565441019191,0.03604345589807993
2017-02-11,0.964021233197207,0.03597876680279246
2017-02-12,0.9639889932881077,0.036011006711891586
2017-02-13,0.9651763131224168,0.03482368687758213
