blockDate,coingen,mixed,shielded,shielding,unshielded,unshielding
2016-10-28,60.810810810810814,0.6756756756756757,0.8687258687258688,8.976833976833976,14.18918918918919,14.478764478764477
2016-10-29,10.177435554067626,0.2008704385671242,0.6193505189152997,5.356545028456646,61.95179109474389,21.694007365249416
2016-10-30,7.528263103802672,0.1156217882836588,0.0,5.074511819116136,75.19270298047277,12.088900308324767
2016-10-31,9.133416458852867,0.34289276807980046,0.5143391521197007,6.608478802992519,70.97880299251871,12.42206982543641
2016-11-01,9.418058032095963,0.3242016534284325,0.16210082671421625,5.900470092397471,73.77208623763981,10.423083157724104
2016-11-02,7.632772884974647,0.26688017080330934,0.040032025620496396,4.870563117160395,75.99412863624234,11.195623165198826
2016-11-03,7.713052858683926,0.20226537216828477,0.04045307443365696,4.463322545846818,79.57119741100324,8.009708737864079
2016-11-04,7.518604054400821,0.2950987939440595,0.16679497049012063,5.529894790864768,75.25019245573517,11.239414934565051
2016-11-05,12.85523978685613,2.4866785079928952,0.19982238010657194,10.968028419182948,53.641207815275315,19.849023090586147
2016-11-06,15.202342917997871,1.7571884984025559,0.1863684771033014,10.86261980830671,45.44728434504792,26.544195953141642
2016-11-07,13.41689879294336,3.2497678737233056,0.0,7.219127205199628,56.89415041782729,19.220055710306408
2016-11-08,15.883171070931851,0.3894297635605007,0.027816411682892908,8.51182197496523,58.692628650904034,16.495132127955493
2016-11-09,16.510812390414962,0.4967855055523086,0.029222676797194622,8.562244301578025,59.64348334307422,14.757451782583283
2016-11-10,19.096645632680172,0.29890401859847227,0.033211557622052475,7.107273331119229,58.21986051145799,15.244104948522086
2016-11-11,19.174041297935105,0.557194362504097,0.03277613897082924,7.636840380203212,54.3756145526057,18.223533267781058
2016-11-12,18.83720930232558,1.196013289036545,0.16611295681063123,9.169435215946844,54.81727574750831,15.813953488372093
2016-11-13,18.333859261596718,1.1044493531082362,0.06311139160618492,10.192489744398864,55.44335752603345,14.862732723256547
2016-11-14,17.638083613060726,0.183094293561184,0.030515715593530668,9.856576136710405,58.25450106805005,14.037229173024107
2016-11-15,18.984476067270375,1.6817593790426906,0.0,10.996119016817593,52.06985769728332,16.267787839586028
2016-11-16,18.754186202277296,0.3014065639651708,0.03348961821835231,11.922304085733423,53.650368385800405,15.338245144005358
2016-11-17,15.461215932914046,0.6027253668763103,0.052410901467505246,8.333333333333332,64.46540880503144,11.084905660377359
2016-11-18,15.378289473684212,0.7949561403508772,0.0,9.237938596491228,63.56907894736842,11.019736842105262
2016-11-19,16.44774414620217,1.05653912050257,0.05711022272986865,9.680182752712737,60.45117075956596,12.307252998286693
2016-11-20,17.877269881026926,1.0958046336881653,0.25046963055729493,10.58234189104571,56.79398872886663,13.40012523481528
2016-11-21,21.957671957671955,1.1337868480725624,0.03779289493575208,13.45427059712774,47.16553287981859,16.250944822373395
2016-11-22,21.907716169057775,1.240791004265219,0.038774718883288095,11.903838697169446,48.97246994959287,15.93640946103141
2016-11-23,20.888570404872805,1.9347903977069152,0.07165890361877462,11.823719097097813,48.8713722680043,16.409888928699388
2016-11-24,18.619379354021532,0.41165294490183657,0.1266624445851805,10.57631412286257,54.686510449651685,15.5794806839772
2016-11-25,19.55017301038062,1.453287197231834,0.10380622837370243,10.865051903114187,50.79584775086505,17.231833910034602
2016-11-26,20.541516245487365,1.191335740072202,0.18050541516245489,10.649819494584838,51.11913357400722,16.317689530685918
2016-11-27,18.634146341463413,3.8048780487804876,0.26016260162601623,9.691056910569106,52.45528455284553,15.154471544715447
2016-11-28,22.601941747572816,1.2038834951456312,0.03883495145631068,11.41747572815534,46.71844660194175,18.019417475728154
2016-11-29,20.06269592476489,1.2887495646116336,0.17415534656913967,10.170672239637756,51.2365029606409,17.06722396377569
2016-11-30,22.964169381107492,0.36644951140065146,0.12214983713355047,12.54071661237785,44.421824104234524,19.58469055374593
2016-12-01,22.85041224970554,1.7275225755791126,0.11778563015312131,11.503729878288183,46.132705143305856,17.6678445229682
2016-12-02,21.58355538637229,0.22839741149600304,0.0,12.333460220784165,48.30605253140464,17.548534449942903
2016-12-03,19.616569667921947,0.9928106812735364,0.0,10.030811365970559,54.125299554946935,15.234508729887025
2016-12-04,24.805867126833476,1.2079378774805867,0.0,12.985332182916306,41.97584124245039,19.02502157031924
2016-12-05,20.506329113924053,0.976491862567812,0.07233273056057866,11.428571428571429,50.56057866184448,16.455696202531644
2016-12-06,21.85505069470522,1.1265490048817124,0.0,10.777318813368382,49.83101764926774,16.410063837776942
2016-12-07,22.86058658095621,1.245480112494978,0.0,11.00843712334271,47.770188830855766,17.115307352350342
2016-12-08,24.325463743676224,1.0118043844856661,0.12647554806070826,12.900505902192243,43.212478920741994,18.423271500843168
2016-12-09,25.055138950154387,1.2792236435818263,0.0,13.145125716806353,41.37626819585355,19.14424349360388
2016-12-10,25.98105548037889,1.4433919711321606,0.8119079837618403,12.810103743797926,39.42264321154714,19.53089760938205
2016-12-11,24.978089395267308,0.3943908851884312,0.7887817703768624,12.445223488168274,41.80543382997371,19.588080631025417
2016-12-12,26.106800547695112,1.2323140118667275,0.045641259698767686,12.962117754450023,40.2555910543131,19.397535371976264
2016-12-13,24.448217317487266,1.400679117147708,0.0,13.200339558573853,41.850594227504246,19.100169779286926
2016-12-14,24.07563025210084,0.6722689075630253,0.33613445378151263,13.61344537815126,42.226890756302524,19.07563025210084
2016-12-15,24.514458351316357,0.8200258955545966,0.0,13.034095813552007,43.28873543375054,18.3426845058265
